order_item_id,order_id,product_id,quantity,unit_price
134789,7400598,10037,1,428.86
135149,7320165,15259,5,108.68
135152,4512790,9739,1,210.82
135193,3359305,10683,3,439.43
136146,5334577,3830,2,460.97
136425,6907344,18334,5,305.22
136608,6133033,8774,4,139.85
137524,7802092,16932,2,389.44
137892,4400749,13835,2,271.44
138561,4519637,12683,2,68.85
138570,5308785,11176,2,159.4
139315,6628945,17016,5,5.9
139338,2899700,4435,4,45.32
139666,3004744,2514,5,107.61
140200,3165228,10105,3,94.54
140284,7528113,16973,1,288.53
140306,4795563,4442,5,414.36
140415,1910702,19304,1,320.78
140619,7141140,2615,2,419.25
140716,5516886,13695,3,295.67
141900,5687286,9073,1,358.7
142409,7071129,3455,2,376.91
142715,1090839,4701,3,325.87
142920,610979,5628,2,379.57
143245,4019263,14294,2,27.56
143346,2781324,4881,1,436.56
143565,3987869,5806,5,25.1
145369,6077655,6082,3,203.44
145875,6983772,3260,3,249.02
145963,6341432,17701,5,492.8
146012,3948431,6990,2,58.28
146216,6087869,5369,3,432.11
146379,4884124,12339,3,314.37
146448,3644879,18990,1,352.48
147057,1267450,19441,3,75.45
147855,6054342,926,4,347.8
147866,1122134,3315,1,354.64
148208,2862969,18611,1,31.75
148220,2215936,11475,4,208.05
148502,34170,7316,1,225.89
148921,1878330,1513,2,197.65
148955,1079149,8026,2,467.24
148963,3209392,2473,2,147.01
149203,4563905,193,1,399.08
149496,7682735,4655,2,122.75
149645,221690,4244,1,342.93
149766,6207798,11713,3,445.64
150133,6117196,9844,5,279.14
150353,1118764,6377,2,335.41
150610,2239733,11106,2,342.51
151756,1532614,9135,2,64.49
151807,4808362,16709,1,74.85
152111,3577293,4980,3,108.69
152338,5467989,15991,4,399.61
153143,7958171,7901,4,308.13
153171,4491502,8091,3,78.52
153201,6473902,15130,5,305.2
153231,5710089,3217,2,204.3
153395,4012426,16044,1,421.0
153610,2713109,10982,4,104.66
154264,5727558,4590,3,79.9
154973,3254322,1282,4,33.63
155008,6046511,7512,5,195.26
156559,3039000,7302,1,251.64
157294,1103972,6002,1,408.87
157319,5240234,2488,5,398.23
158115,3654445,7430,3,277.8
158198,1278394,14549,3,172.55
158268,7737121,14334,4,307.16
158872,5321759,9983,4,72.48
159281,5411314,14583,4,194.42
159386,7512995,2480,4,174.4
159485,955239,16878,4,249.85
160213,579464,9299,1,450.42
160542,515462,14500,3,25.53
160663,5392575,11627,2,341.17
161197,388481,18294,4,253.59
161274,1478649,3682,1,68.75
161330,178280,1648,3,166.24
163034,6182959,1713,1,150.88
163121,4945684,4630,2,398.14
163135,4018701,5066,5,317.97
163617,6318644,1266,1,29.68
163769,4792921,5986,4,197.17
164593,794581,5076,2,45.44
164600,579865,8432,4,432.87
166087,7607834,17324,4,403.82
166288,288938,12247,4,239.58
166610,3987869,7325,1,202.4
166769,4446386,847,1,218.89
167127,3652904,7585,5,253.6
167802,6978889,11556,2,144.78
168748,416386,10738,2,333.28
168772,952089,19939,4,238.02
168877,1419028,703,5,160.71
169664,4667305,13119,2,417.88
169877,5131742,17006,1,271.24
169938,7073764,3878,1,346.55
171161,3531317,2097,3,8.36
171343,7814926,4332,1,295.61
172462,7171799,8725,2,269.22
172472,4383926,15593,5,310.13
172641,1244251,14778,2,273.33
173488,2689101,2431,3,14.94
173493,299271,6573,4,464.98
173924,4124897,10885,5,177.19
173970,6489979,10408,5,109.92
174092,7841242,14104,2,64.23
174236,4523071,12428,1,354.29
174467,5221251,5035,2,328.25
174902,3615658,15031,4,101.71
175457,6405172,19352,1,28.8
175527,3294685,7659,1,12.79
176323,1359578,14673,3,82.13
176501,6013506,10966,3,476.84
177146,3365635,16132,2,435.58
177222,6886465,19053,2,466.65
177280,2456091,14236,1,293.95
177910,3396549,14322,3,175.95
178224,4867607,3839,4,413.89
178866,5755656,9574,3,309.12
178924,5143403,9130,2,269.55
179387,7725169,18282,3,15.02
179679,6717124,13577,2,330.15
179868,3269488,12114,4,376.95
180558,5224757,2413,3,427.5
181466,1582755,4340,4,96.44
181991,1301347,17178,3,464.22
182203,5170270,9134,2,260.18
182284,2472294,4826,2,458.62
182553,1367702,2420,3,103.69
182766,7132090,5084,4,134.7
183597,2008642,13797,4,279.77
184122,3680981,8006,1,242.11
184350,55763,16830,3,134.47
184982,4613064,5705,3,479.21
185115,7583915,9006,5,141.38
185627,4913565,6290,1,433.44
185741,6178727,1403,2,273.04
185768,612085,2342,3,48.87
186254,3278136,13954,5,220.33
186325,7740412,9360,5,445.58
186345,481304,2443,5,481.82
186474,5943608,10575,1,70.03
186515,3062847,3493,3,331.22
187291,3730049,7826,4,439.16
187452,3113804,19783,5,307.53
188409,4846921,511,3,437.5
188582,6385080,15056,3,74.93
188868,6009018,7276,4,324.53
189001,6095101,7165,2,440.39
189205,6553132,10576,3,449.61
189690,6978889,1091,4,314.44
189708,6872024,8764,2,234.13
190119,4849866,575,3,218.43
190276,1381439,8137,5,380.93
190305,5766182,7064,5,212.85
190492,3373966,12109,5,340.84
190666,1321264,12514,5,344.62
191119,7374205,19505,1,464.61
191336,3774115,1021,4,128.64
192115,6307611,13833,2,269.4
193106,4912045,8893,5,200.78
193538,2648080,11775,5,366.38
194139,7667109,5191,2,201.25
194231,6786623,11482,1,458.19
194399,2816207,11325,2,357.14
194609,646005,1185,3,296.01
194889,506547,10941,1,427.32
195698,575863,2810,3,68.62
195714,7212213,3468,3,332.97
195721,1258448,8096,5,329.92
195727,1649172,3458,4,463.63
195955,6037490,716,5,298.14
196039,4618240,6874,2,286.17
196124,3448818,13340,2,202.65
197094,2886864,6928,5,248.36
197132,3493400,6016,1,275.56
198264,6354257,765,1,383.93
198832,317460,15694,4,163.6
200044,1827407,12541,4,63.99
200190,2386333,19040,5,14.53
200537,5774259,2096,4,383.76
200611,1718938,12727,3,453.96
201506,5486419,14308,3,305.56
201618,3764457,9591,3,183.18
202108,4154464,3266,4,334.85
202557,2508842,2206,1,334.63
203229,4072631,15075,3,19.77
203281,3195889,6300,5,319.39
204724,2394204,13722,1,70.88
204936,1414105,6643,3,196.1
205328,2967517,14501,2,280.22
205613,6168463,6270,5,293.55
205680,7487065,8999,2,337.5
205852,6870317,13488,1,195.43
206094,4108918,7491,5,213.76
206250,49158,16533,1,430.15
206334,3826690,12563,3,430.45
206868,5040071,18671,4,423.91
207490,7935600,290,3,107.62
207578,6351492,1294,1,214.45
207883,1545974,8979,4,185.64
208445,1943270,5585,1,416.09
208501,874109,10346,5,130.71
208650,4528380,9276,4,489.88
209046,3707942,18622,5,170.73
209117,7092961,18801,5,484.85
209157,203842,16927,4,234.22
209500,6477778,16282,4,361.07
210012,3482690,3721,5,426.43
210515,1009769,4194,1,250.67
210560,7711681,6613,1,492.28
211018,5641832,3775,2,44.15
211213,7393514,1131,3,11.2
211316,1609865,16708,4,274.22
211645,5349703,13764,1,205.79
211861,316164,9616,3,133.17
211900,5489153,10009,3,36.46
212217,7638699,9325,1,250.0
212315,5443929,812,5,125.5
212785,7075729,1997,3,210.44
212801,3876349,7290,2,306.7
212846,546662,18113,3,186.79
213209,4094261,14692,2,231.47
213419,6865519,11520,3,308.72
213576,6442734,4624,1,88.6
213754,2674665,278,1,155.51
214193,516515,18482,3,362.66
215799,7414907,7633,4,39.34
216011,5366728,5370,4,211.14
216348,5837450,16652,5,174.3
216450,1105619,6442,2,84.94
216840,1408881,1415,2,296.91
217882,6869695,3517,5,345.54
217968,4983562,11495,3,405.07
219149,3384251,17732,5,382.28
219553,7201800,18128,5,288.34
219802,2631810,9038,3,172.98
220620,592633,361,3,107.1
220855,1341443,4277,1,127.37
221655,5821530,10654,1,11.79
222742,7241332,1022,1,337.61
222892,4056474,7308,2,12.86
223111,162440,19527,3,59.79
224035,1370275,1687,3,106.0
224225,3671483,2572,2,66.62
224502,4750990,16733,5,342.41
224603,303410,17975,4,434.31
224621,6528905,13540,1,162.19
224730,6711592,7751,1,90.22
224890,2046271,6536,3,437.67
225116,3747200,3844,1,227.71
225296,7013576,17722,4,35.6
225608,4607384,3013,3,456.67
225789,2694262,7220,2,390.5
225979,7812334,17827,1,89.08
226034,6108803,2490,2,499.54
226861,5686444,9079,2,210.45
228454,3468283,438,5,363.2
228538,7009729,4365,4,5.91
228599,7313476,19409,4,276.77
230186,4933428,9454,3,259.18
230369,334607,15462,4,449.52
230835,3543617,7970,3,271.81
230985,7853062,14582,1,70.44
231292,7583945,17525,5,310.52
232425,617428,8644,2,325.62
232566,6081946,930,5,200.25
233393,3820799,6391,4,63.11
233742,1113688,7737,5,31.5
233814,91488,17296,3,285.15
233970,5766076,10828,4,292.03
233981,3850339,18706,3,305.99
234034,1681083,3712,1,289.35
234780,4867642,10332,5,374.68
234819,4867053,11211,2,377.23
235039,7559472,6825,1,234.32
235763,1826083,5951,2,358.46
235846,7519771,16356,5,55.76
236615,5211255,7658,1,308.01
236933,2762824,19044,3,241.43
237517,1743851,12152,5,434.96
237561,4796651,18527,5,245.46
237727,271776,10499,3,186.79
237772,7459123,8195,5,358.13
238732,559087,17025,2,25.78
238955,6081946,16363,3,283.02
239823,6780067,1413,1,476.12
240035,182274,8843,4,174.88
240336,2377329,4833,5,31.53
240757,3010910,15647,1,130.6
242679,3743319,17506,2,405.39
243794,3301648,18490,4,155.65
244044,5850708,1984,2,350.19
244206,78264,10097,4,449.37
244524,3236618,15227,1,331.17
244659,1992760,11791,3,387.56
245007,1968098,2374,1,35.91
245428,6428631,14681,5,144.84
247032,7967873,7254,1,24.25
247703,4770481,4582,3,443.03
248460,5477437,17616,5,394.1
249208,4168189,17784,3,369.95
249340,1557260,4122,5,254.54
250056,2181486,5898,3,418.26
250129,6322014,10627,1,307.96
250635,1358212,3271,1,188.4
251122,6223569,10506,2,219.96
251391,2309331,13248,4,112.86
251436,3486685,3015,1,102.39
252245,4989957,12252,4,158.58
252315,7938293,778,3,372.84
252429,717853,2978,1,314.22
252537,3963018,16508,3,12.66
252654,320747,13421,5,469.97
252722,2180492,6934,5,448.16
253462,5717192,9273,1,489.13
253991,569448,14080,2,412.23
254738,4482629,13314,4,331.82
255734,4644730,3865,4,193.46
255748,5330465,13936,5,195.16
256751,7456096,3800,5,319.1
257119,5015851,16185,5,493.38
257175,3577293,19949,1,470.51
257743,6837796,17659,5,108.75
257958,3465977,17632,2,363.93
258572,528435,6310,2,302.73
260233,6835263,11777,4,243.92
260301,1268366,4325,1,266.8
260654,4334390,16243,5,296.75
261385,7109197,16364,5,135.13
261394,5433342,19481,1,17.62
261459,741368,18203,3,152.64
261718,4059776,13789,2,264.92
262065,7828864,17916,1,256.13
262354,4866259,1801,1,479.23
262544,6333740,14436,2,241.94
263407,7953935,11992,3,392.57
264152,763654,2078,1,314.96
264161,3027754,419,1,88.55
264475,1966811,5984,4,383.88
264672,7082248,8306,1,430.57
265002,2008751,10231,5,312.95
265691,7231935,5468,5,96.09
265818,7711352,65,3,425.22
265966,5252082,1898,1,123.06
266478,3679487,7145,1,324.66
266723,3236538,5754,1,90.99
266805,1249875,12567,4,12.62
267293,357945,16746,4,92.02
267306,893089,11706,4,29.94
267563,6767509,19822,1,193.19
267786,3342428,16502,1,49.6
268021,4944228,19760,4,104.83
268267,5427703,19704,4,301.42
268419,4039283,19342,3,151.64
269025,1956246,16943,3,171.41
269112,1111869,9823,2,362.79
270289,2761757,3136,2,252.62
271085,2897339,16552,4,441.36
271229,4080371,11488,4,180.87
271466,7615402,961,4,385.64
272215,5717864,14887,1,85.63
272377,1799155,12432,5,137.73
272445,4602670,6587,3,81.43
272500,3021833,4389,2,202.13
273109,7041556,7342,1,410.1
274197,6915053,16619,1,119.4
274287,713499,16845,4,430.72
274323,260071,17819,2,230.35
274430,256422,3276,4,356.36
274546,2462362,4580,2,470.27
275967,603348,864,2,232.79
276006,4421441,11169,1,405.89
276143,6336361,16344,3,195.84
276404,950311,4216,1,131.6
276969,7622890,14119,4,380.69
277649,425562,3382,4,323.29
278068,3232666,3434,1,361.1
279295,3406319,2647,2,116.5
279912,7136434,7223,2,355.09
280477,5007321,10446,5,265.82
280850,4445177,18350,3,289.68
281133,3525646,1441,1,194.19
281211,5633647,2273,3,370.3
281643,1204131,387,5,231.11
281669,4290144,10542,3,331.0
281944,1122178,18060,5,363.48
282122,7682735,17999,3,153.01
282578,6158179,10893,3,256.82
282589,4574656,19382,1,442.66
283207,2047068,11899,5,484.84
283489,1172258,7901,1,308.13
284158,98302,12670,2,76.89
284744,4764230,17667,4,41.75
284747,6664689,6033,5,130.08
285146,5685333,431,5,376.84
285292,1350271,16229,3,84.5
285724,7161301,3397,3,416.87
285760,2239733,9325,1,250.0
286050,1606268,18919,3,462.92
286623,1932781,16808,4,127.14
287019,611651,17075,5,297.87
288603,163748,18431,2,411.06
289455,556034,6131,3,106.2
289655,1118764,13958,2,220.51
289701,5246170,36,2,339.19
289982,6480724,18196,1,279.71
290228,7977510,4454,1,277.81
290473,7615030,14050,5,348.61
290787,2735375,8674,3,154.65
290937,7125316,8951,2,385.31
291205,6180812,1943,4,117.7
291297,950986,13469,1,486.66
291725,6969147,17078,5,131.78
291894,2128900,17645,4,315.11
292021,3601065,15387,1,159.15
292196,5255673,12805,1,22.18
292565,7897895,10487,1,40.74
292840,3635307,14555,2,217.55
292976,6566565,9644,5,470.8
293032,7517893,10320,5,391.05
293035,3629986,6789,2,106.92
293989,7589698,5056,5,497.5
294935,7770458,7419,3,423.07
295050,1501297,19692,1,313.9
295942,7983196,15291,2,66.2
296516,3973637,10038,3,252.02
296712,1347405,6602,3,169.42
297509,3716209,9475,5,269.69
297727,6862805,10875,4,258.33
298037,1816787,2852,1,298.9
299824,2664898,4593,1,373.95
300012,5499493,13026,1,374.89
301233,3134660,741,3,69.33
302383,7613781,12070,3,497.55
302516,5185631,8436,3,297.79
302838,5587260,13149,3,459.22
302860,1421109,17501,1,6.66
303969,4496057,7259,4,462.71
304498,7234942,9383,1,330.46
304518,3917976,14529,1,444.71
304573,6036207,1847,2,21.93
305179,5601790,18568,4,80.53
305823,467922,17815,5,145.62
306297,6675570,18539,5,116.45
306683,3541091,2528,1,15.69
306835,4778542,14289,3,132.11
307450,1877574,13594,4,415.53
308656,3495297,10346,2,130.71
309325,6095101,5329,1,117.97
309676,2965294,2587,4,48.16
309896,4144382,697,4,461.43
309904,3748100,16314,1,170.81
310356,7425355,1422,2,317.91
310754,2228416,465,4,342.2
310889,361973,16739,4,463.82
310894,902963,17657,4,119.13
311573,7155292,14299,3,5.77
312015,7818492,7695,3,137.93
312587,4557012,4025,4,422.77
312953,2638091,8892,1,157.38
313022,6255207,5974,5,246.33
313095,4511432,5682,1,76.02
313209,6105843,7622,1,446.8
313541,4752698,19319,4,199.25
313674,4709591,9597,1,27.25
313731,4307915,15485,2,436.34
314443,5833201,18115,3,367.79
314682,1126029,11727,1,225.29
314813,2664580,5234,5,247.33
314859,2447705,4442,1,414.36
314976,358666,12903,5,420.36
315259,5176076,10651,3,55.99
315351,4602506,19124,3,79.33
316134,5776706,3758,1,263.22
316275,3197661,11681,3,495.12
316485,559587,4249,1,402.99
317236,3402528,6107,2,87.02
317284,7877516,15645,2,329.12
317580,3428030,8589,4,138.29
318008,7302455,26,4,351.39
318365,7833823,16907,3,203.63
318524,6945829,8077,4,387.18
318629,1148300,7992,5,95.45
319854,3652377,17985,2,345.02
320238,7636850,11758,3,46.66
320676,4849496,6927,5,225.98
320779,3448945,18553,1,139.05
320869,3859077,5023,4,255.17
321935,1659922,8241,1,89.28
322863,1697846,18229,4,148.38
322929,6709498,19386,5,418.96
323178,7008672,12645,3,22.66
323401,4048238,10515,1,160.09
323972,5235244,5717,3,131.35
324008,2196845,10373,3,164.14
325785,30292,1980,4,46.83
326090,6556951,11478,1,150.58
326373,4723801,17585,3,24.69
327342,1821827,12265,1,350.21
327904,4097549,17907,2,288.02
