order_items_id,product_id,order_id,quantity,unit_price
142409,3455,7071129,2,376.91
142715,4701,1090839,3,325.87
142920,5628,610979,2,379.57
143245,14294,4019263,2,27.56
143346,4881,2781324,1,436.56
143565,5806,3987869,5,25.1
145369,6082,6077655,3,203.44
145875,3260,6983772,3,249.02
145963,17701,6341432,5,492.8
146012,6990,3948431,2,58.28
146216,5369,6087869,3,432.11
146379,12339,4884124,3,314.37
146448,18990,3644879,1,352.48
147057,19441,1267450,3,75.45
147855,926,6054342,4,347.8
147866,3315,1122134,1,354.64
148208,18611,2862969,1,31.75
148220,11475,2215936,4,208.05
148502,7316,34170,1,225.89
148921,1513,1878330,2,197.65
148955,8026,1079149,2,467.24
148963,2473,3209392,2,147.01
149203,193,4563905,1,399.08
149496,4655,7682735,2,122.75
149645,4244,221690,1,342.93
149766,11713,6207798,3,445.64
150133,9844,6117196,5,279.14
150353,6377,1118764,2,335.41
150610,11106,2239733,2,342.51
151756,9135,1532614,2,64.49
151807,16709,4808362,1,74.85
152111,4980,3577293,3,108.69
152338,15991,5467989,4,399.61
153143,7901,7958171,4,308.13
153171,8091,4491502,3,78.52
153201,15130,6473902,5,305.2
153231,3217,5710089,2,204.3
153395,16044,4012426,1,421.0
153610,10982,2713109,4,104.66
154264,4590,5727558,3,79.9
154973,1282,3254322,4,33.63
155008,7512,6046511,5,195.26
156559,7302,3039000,1,251.64
157294,6002,1103972,1,408.87
157319,2488,5240234,5,398.23
158115,7430,3654445,3,277.8
158198,14549,1278394,3,172.55
158268,14334,7737121,4,307.16
158872,9983,5321759,4,72.48
159281,14583,5411314,4,194.42
159386,2480,7512995,4,174.4
159485,16878,955239,4,249.85
160213,9299,579464,1,450.42
160542,14500,515462,3,25.53
160663,11627,5392575,2,341.17
161197,18294,388481,4,253.59
161274,3682,1478649,1,68.75
161330,1648,178280,3,166.24
163034,1713,6182959,1,150.88
163121,4630,4945684,2,398.14
163135,5066,4018701,5,317.97
163617,1266,6318644,1,29.68
163769,5986,4792921,4,197.17
164593,5076,794581,2,45.44
164600,8432,579865,4,432.87
166087,17324,7607834,4,403.82
166288,12247,288938,4,239.58
166610,7325,3987869,1,202.4
166769,847,4446386,1,218.89
167127,7585,3652904,5,253.6
167802,11556,6978889,2,144.78
168748,10738,416386,2,333.28
168772,19939,952089,4,238.02
168877,703,1419028,5,160.71
169664,13119,4667305,2,417.88
169877,17006,5131742,1,271.24
169938,3878,7073764,1,346.55
171161,2097,3531317,3,8.36
171343,4332,7814926,1,295.61
172462,8725,7171799,2,269.22
172472,15593,4383926,5,310.13
172641,14778,1244251,2,273.33
173488,2431,2689101,3,14.94
173493,6573,299271,4,464.98
173924,10885,4124897,5,177.19
173970,10408,6489979,5,109.92
174092,14104,7841242,2,64.23
174236,12428,4523071,1,354.29
174467,5035,5221251,2,328.25
174902,15031,3615658,4,101.71
175457,19352,6405172,1,28.8
175527,7659,3294685,1,12.79
176323,14673,1359578,3,82.13
176501,10966,6013506,3,476.84
177146,16132,3365635,2,435.58
177222,19053,6886465,2,466.65
177280,14236,2456091,1,293.95
177910,14322,3396549,3,175.95
178224,3839,4867607,4,413.89
178866,9574,5755656,3,309.12
178924,9130,5143403,2,269.55
179387,18282,7725169,3,15.02
179679,13577,6717124,2,330.15
179868,12114,3269488,4,376.95
180558,2413,5224757,3,427.5
181466,4340,1582755,4,96.44
181991,17178,1301347,3,464.22
182203,9134,5170270,2,260.18
182284,4826,2472294,2,458.62
182553,2420,1367702,3,103.69
182766,5084,7132090,4,134.7
183597,13797,2008642,4,279.77
184122,8006,3680981,1,242.11
184350,16830,55763,3,134.47
184982,5705,4613064,3,479.21
185115,9006,7583915,5,141.38
185627,6290,4913565,1,433.44
185741,1403,6178727,2,273.04
185768,2342,612085,3,48.87
186254,13954,3278136,5,220.33
186325,9360,7740412,5,445.58
186345,2443,481304,5,481.82
186474,10575,5943608,1,70.03
186515,3493,3062847,3,331.22
187291,7826,3730049,4,439.16
187452,19783,3113804,5,307.53
188409,511,4846921,3,437.5
188582,15056,6385080,3,74.93
188868,7276,6009018,4,324.53
189001,7165,6095101,2,440.39
189205,10576,6553132,3,449.61
189690,1091,6978889,4,314.44
189708,8764,6872024,2,234.13
190119,575,4849866,3,218.43
190276,8137,1381439,5,380.93
190305,7064,5766182,5,212.85
190492,12109,3373966,5,340.84
190666,12514,1321264,5,344.62
191119,19505,7374205,1,464.61
191336,1021,3774115,4,128.64
192115,13833,6307611,2,269.4
193106,8893,4912045,5,200.78
193538,11775,2648080,5,366.38
194139,5191,7667109,2,201.25
194231,11482,6786623,1,458.19
194399,11325,2816207,2,357.14
194609,1185,646005,3,296.01
194889,10941,506547,1,427.32
195698,2810,575863,3,68.62
195714,3468,7212213,3,332.97
195721,8096,1258448,5,329.92
195727,3458,1649172,4,463.63
195955,716,6037490,5,298.14
196039,6874,4618240,2,286.17
196124,13340,3448818,2,202.65
197094,6928,2886864,5,248.36
197132,6016,3493400,1,275.56
198264,765,6354257,1,383.93
198832,15694,317460,4,163.6
200044,12541,1827407,4,63.99
200190,19040,2386333,5,14.53
200537,2096,5774259,4,383.76
200611,12727,1718938,3,453.96
201506,14308,5486419,3,305.56
201618,9591,3764457,3,183.18
202108,3266,4154464,4,334.85
202557,2206,2508842,1,334.63
203229,15075,4072631,3,19.77
203281,6300,3195889,5,319.39
204724,13722,2394204,1,70.88
204936,6643,1414105,3,196.1
205328,14501,2967517,2,280.22
205613,6270,6168463,5,293.55
205680,8999,7487065,2,337.5
205852,13488,6870317,1,195.43
206094,7491,4108918,5,213.76
206250,16533,49158,1,430.15
206334,12563,3826690,3,430.45
206868,18671,5040071,4,423.91
207490,290,7935600,3,107.62
207578,1294,6351492,1,214.45
207883,8979,1545974,4,185.64
208445,5585,1943270,1,416.09
208501,10346,874109,5,130.71
208650,9276,4528380,4,489.88
209046,18622,3707942,5,170.73
209117,18801,7092961,5,484.85
209157,16927,203842,4,234.22
209500,16282,6477778,4,361.07
210012,3721,3482690,5,426.43
210515,4194,1009769,1,250.67
210560,6613,7711681,1,492.28
211018,3775,5641832,2,44.15
211213,1131,7393514,3,11.2
211316,16708,1609865,4,274.22
211645,13764,5349703,1,205.79
211861,9616,316164,3,133.17
211900,10009,5489153,3,36.46
212217,9325,7638699,1,250.0
212315,812,5443929,5,125.5
212785,1997,7075729,3,210.44
212801,7290,3876349,2,306.7
212846,18113,546662,3,186.79
213209,14692,4094261,2,231.47
213419,11520,6865519,3,308.72
213576,4624,6442734,1,88.6
213754,278,2674665,1,155.51
214193,18482,516515,3,362.66
215799,7633,7414907,4,39.34
216011,5370,5366728,4,211.14
216348,16652,5837450,5,174.3
216450,6442,1105619,2,84.94
216840,1415,1408881,2,296.91
217882,3517,6869695,5,345.54
217968,11495,4983562,3,405.07
219149,17732,3384251,5,382.28
219553,18128,7201800,5,288.34
219802,9038,2631810,3,172.98
220620,361,592633,3,107.1
220855,4277,1341443,1,127.37
221655,10654,5821530,1,11.79
222742,1022,7241332,1,337.61
222892,7308,4056474,2,12.86
223111,19527,162440,3,59.79
224035,1687,1370275,3,106.0
224225,2572,3671483,2,66.62
224502,16733,4750990,5,342.41
224603,17975,303410,4,434.31
224621,13540,6528905,1,162.19
224730,7751,6711592,1,90.22
224890,6536,2046271,3,437.67
225116,3844,3747200,1,227.71
225296,17722,7013576,4,35.6
225608,3013,4607384,3,456.67
225789,7220,2694262,2,390.5
225979,17827,7812334,1,89.08
226034,2490,6108803,2,499.54
226861,9079,5686444,2,210.45
228454,438,3468283,5,363.2
228538,4365,7009729,4,5.91
228599,19409,7313476,4,276.77
230186,9454,4933428,3,259.18
230369,15462,334607,4,449.52
230835,7970,3543617,3,271.81
230985,14582,7853062,1,70.44
231292,17525,7583945,5,310.52
232425,8644,617428,2,325.62
232566,930,6081946,5,200.25
233393,6391,3820799,4,63.11
233742,7737,1113688,5,31.5
233814,17296,91488,3,285.15
233970,10828,5766076,4,292.03
233981,18706,3850339,3,305.99
234034,3712,1681083,1,289.35
234780,10332,4867642,5,374.68
234819,11211,4867053,2,377.23
235039,6825,7559472,1,234.32
235763,5951,1826083,2,358.46
235846,16356,7519771,5,55.76
236615,7658,5211255,1,308.01
236933,19044,2762824,3,241.43
237517,12152,1743851,5,434.96
237561,18527,4796651,5,245.46
237727,10499,271776,3,186.79
237772,8195,7459123,5,358.13
238732,17025,559087,2,25.78
238955,16363,6081946,3,283.02
239823,1413,6780067,1,476.12
240035,8843,182274,4,174.88
240336,4833,2377329,5,31.53
240757,15647,3010910,1,130.6
242679,17506,3743319,2,405.39
243794,18490,3301648,4,155.65
244044,1984,5850708,2,350.19
244206,10097,78264,4,449.37
244524,15227,3236618,1,331.17
244659,11791,1992760,3,387.56
245007,2374,1968098,1,35.91
245428,14681,6428631,5,144.84
247032,7254,7967873,1,24.25
247703,4582,4770481,3,443.03
248460,17616,5477437,5,394.1
249208,17784,4168189,3,369.95
249340,4122,1557260,5,254.54
250056,5898,2181486,3,418.26
250129,10627,6322014,1,307.96
250635,3271,1358212,1,188.4
251122,10506,6223569,2,219.96
251391,13248,2309331,4,112.86
251436,3015,3486685,1,102.39
252245,12252,4989957,4,158.58
252315,778,7938293,3,372.84
252429,2978,717853,1,314.22
252537,16508,3963018,3,12.66
252654,13421,320747,5,469.97
252722,6934,2180492,5,448.16
253462,9273,5717192,1,489.13
253991,14080,569448,2,412.23
254738,13314,4482629,4,331.82
255734,3865,4644730,4,193.46
255748,13936,5330465,5,195.16
256751,3800,7456096,5,319.1
257119,16185,5015851,5,493.38
257175,19949,3577293,1,470.51
257743,17659,6837796,5,108.75
257958,17632,3465977,2,363.93
258572,6310,528435,2,302.73
260233,11777,6835263,4,243.92
260301,4325,1268366,1,266.8
260654,16243,4334390,5,296.75
261385,16364,7109197,5,135.13
261394,19481,5433342,1,17.62
261459,18203,741368,3,152.64
261718,13789,4059776,2,264.92
262065,17916,7828864,1,256.13
262354,1801,4866259,1,479.23
262544,14436,6333740,2,241.94
263407,11992,7953935,3,392.57
264152,2078,763654,1,314.96
264161,419,3027754,1,88.55
264475,5984,1966811,4,383.88
264672,8306,7082248,1,430.57
265002,10231,2008751,5,312.95
265691,5468,7231935,5,96.09
265818,65,7711352,3,425.22
265966,1898,5252082,1,123.06
266478,7145,3679487,1,324.66
266723,5754,3236538,1,90.99
266805,12567,1249875,4,12.62
267293,16746,357945,4,92.02
267306,11706,893089,4,29.94
267563,19822,6767509,1,193.19
267786,16502,3342428,1,49.6
268021,19760,4944228,4,104.83
268267,19704,5427703,4,301.42
268419,19342,4039283,3,151.64
269025,16943,1956246,3,171.41
269112,9823,1111869,2,362.79
270289,3136,2761757,2,252.62
271085,16552,2897339,4,441.36
271229,11488,4080371,4,180.87
271466,961,7615402,4,385.64
272215,14887,5717864,1,85.63
272377,12432,1799155,5,137.73
272445,6587,4602670,3,81.43
272500,4389,3021833,2,202.13
273109,7342,7041556,1,410.1
274197,16619,6915053,1,119.4
274287,16845,713499,4,430.72
274323,17819,260071,2,230.35
274430,3276,256422,4,356.36
274546,4580,2462362,2,470.27
275967,864,603348,2,232.79
276006,11169,4421441,1,405.89
276143,16344,6336361,3,195.84
276404,4216,950311,1,131.6
276969,14119,7622890,4,380.69
277649,3382,425562,4,323.29
278068,3434,3232666,1,361.1
279295,2647,3406319,2,116.5
279912,7223,7136434,2,355.09
280477,10446,5007321,5,265.82
280850,18350,4445177,3,289.68
281133,1441,3525646,1,194.19
281211,2273,5633647,3,370.3
281643,387,1204131,5,231.11
281669,10542,4290144,3,331.0
281944,18060,1122178,5,363.48
282122,17999,7682735,3,153.01
282578,10893,6158179,3,256.82
282589,19382,4574656,1,442.66
283207,11899,2047068,5,484.84
283489,7901,1172258,1,308.13
284158,12670,98302,2,76.89
284744,17667,4764230,4,41.75
284747,6033,6664689,5,130.08
285146,431,5685333,5,376.84
285292,16229,1350271,3,84.5
285724,3397,7161301,3,416.87
285760,9325,2239733,1,250.0
286050,18919,1606268,3,462.92
286623,16808,1932781,4,127.14
287019,17075,611651,5,297.87
288603,18431,163748,2,411.06
289455,6131,556034,3,106.2
289655,13958,1118764,2,220.51
289701,36,5246170,2,339.19
289982,18196,6480724,1,279.71
290228,4454,7977510,1,277.81
290473,14050,7615030,5,348.61
290787,8674,2735375,3,154.65
290937,8951,7125316,2,385.31
291205,1943,6180812,4,117.7
291297,13469,950986,1,486.66
291725,17078,6969147,5,131.78
291894,17645,2128900,4,315.11
292021,15387,3601065,1,159.15
292196,12805,5255673,1,22.18
292565,10487,7897895,1,40.74
292840,14555,3635307,2,217.55
292976,9644,6566565,5,470.8
293032,10320,7517893,5,391.05
293035,6789,3629986,2,106.92
293989,5056,7589698,5,497.5
294935,7419,7770458,3,423.07
295050,19692,1501297,1,313.9
295942,15291,7983196,2,66.2
296516,10038,3973637,3,252.02
296712,6602,1347405,3,169.42
297509,9475,3716209,5,269.69
297727,10875,6862805,4,258.33
298037,2852,1816787,1,298.9
299824,4593,2664898,1,373.95
300012,13026,5499493,1,374.89
301233,741,3134660,3,69.33
302383,12070,7613781,3,497.55
302516,8436,5185631,3,297.79
302838,13149,5587260,3,459.22
302860,17501,1421109,1,6.66
303969,7259,4496057,4,462.71
304498,9383,7234942,1,330.46
304518,14529,3917976,1,444.71
304573,1847,6036207,2,21.93
305179,18568,5601790,4,80.53
305823,17815,467922,5,145.62
306297,18539,6675570,5,116.45
306683,2528,3541091,1,15.69
306835,14289,4778542,3,132.11
307450,13594,1877574,4,415.53
308656,10346,3495297,2,130.71
309325,5329,6095101,1,117.97
309676,2587,2965294,4,48.16
309896,697,4144382,4,461.43
309904,16314,3748100,1,170.81
310356,1422,7425355,2,317.91
310754,465,2228416,4,342.2
310889,16739,361973,4,463.82
310894,17657,902963,4,119.13
311573,14299,7155292,3,5.77
312015,7695,7818492,3,137.93
312587,4025,4557012,4,422.77
312953,8892,2638091,1,157.38
313022,5974,6255207,5,246.33
313095,5682,4511432,1,76.02
313209,7622,6105843,1,446.8
313541,19319,4752698,4,199.25
313674,9597,4709591,1,27.25
313731,15485,4307915,2,436.34
314443,18115,5833201,3,367.79
314682,11727,1126029,1,225.29
314813,5234,2664580,5,247.33
314859,4442,2447705,1,414.36
314976,12903,358666,5,420.36
315259,10651,5176076,3,55.99
315351,19124,4602506,3,79.33
316134,3758,5776706,1,263.22
316275,11681,3197661,3,495.12
316485,4249,559587,1,402.99
317236,6107,3402528,2,87.02
317284,15645,7877516,2,329.12
317580,8589,3428030,4,138.29
318008,26,7302455,4,351.39
318365,16907,7833823,3,203.63
318524,8077,6945829,4,387.18
318629,7992,1148300,5,95.45
319854,17985,3652377,2,345.02
320238,11758,7636850,3,46.66
320676,6927,4849496,5,225.98
320779,18553,3448945,1,139.05
320869,5023,3859077,4,255.17
321935,8241,1659922,1,89.28
322863,18229,1697846,4,148.38
322929,19386,6709498,5,418.96
323178,12645,7008672,3,22.66
323401,10515,4048238,1,160.09
323972,5717,5235244,3,131.35
324008,10373,2196845,3,164.14
325785,1980,30292,4,46.83
326090,11478,6556951,1,150.58
326373,17585,4723801,3,24.69
327342,12265,1821827,1,350.21
327904,17907,4097549,2,288.02
