order_id,customer_id,shipping_id,order_date,payment_method,total_amount,order_status
39226,1934339,100,2023-01-27,Cash,2492.0,Delivered
39395,1819394,101,2022-10-04,Credit Card,1425.2,Pending
39939,1831814,102,2025-05-20,Credit Card,973.47,Delivered
40187,775097,103,2024-04-07,PayPal,237.25,Delivered
41154,1681634,104,2023-11-05,Cash,766.39,Delivered
42064,1347727,105,2024-10-29,Credit Card,1970.58,Delivered
42394,774083,106,2025-04-29,PayPal,701.0,Delivered
42675,891528,107,2025-02-22,Cash,0.0,Delivered
43749,1036929,108,2023-09-12,Credit Card,3171.45,Delivered
44156,735777,109,2025-03-07,Bank Transfer,892.24,Delivered
44818,1318431,110,2023-05-30,Credit Card,3842.22,Refunded
44926,945953,111,2023-12-16,Credit Card,471.82,Delivered
45146,1292329,112,2023-06-19,Cash,0.0,Delivered
46515,601979,113,2024-11-21,Credit Card,4266.31,Shipped
47447,555384,114,2024-07-01,Bank Transfer,0.0,Delivered
48807,1110854,115,2022-05-30,Bank Transfer,2903.55,Delivered
49100,940183,116,2024-01-18,Credit Card,1246.36,Delivered
49145,1547658,117,2024-08-02,PayPal,1229.72,Delivered
49158,270054,118,2024-08-08,PayPal,2383.85,Delivered
50341,1943576,119,2021-12-24,Cash,4852.63,Delivered
50828,588266,120,2022-12-17,Cash,3963.0,Shipped
52393,414730,121,2021-11-28,Cash,770.74,Delivered
52920,1745566,122,2023-08-25,Credit Card,1827.63,Delivered
53321,964062,123,2022-03-14,Credit Card,5009.35,Delivered
53426,1659974,124,2025-02-12,Bank Transfer,2810.16,Delivered
53511,1899783,125,2024-04-01,Bank Transfer,3067.07,Delivered
54512,966453,126,2022-12-29,Bank Transfer,2222.65,Delivered
54941,1317233,127,2022-01-27,Credit Card,0.0,Delivered
55033,759909,128,2023-02-05,Cash,1042.78,Cancelled
55287,547514,129,2025-07-08,Credit Card,825.56,Cancelled
55763,884155,130,2021-10-10,PayPal,1309.69,Delivered
56450,703555,131,2022-07-09,Bank Transfer,1164.72,Delivered
56906,202709,132,2023-07-03,Bank Transfer,822.12,Delivered
57221,1877292,133,2022-08-21,Cash,1373.62,Delivered
57337,117047,134,2025-07-26,Credit Card,201.48,Cancelled
57915,29406,135,2025-03-29,Bank Transfer,676.51,Delivered
58365,59141,136,2024-08-03,Cash,416.0,Confirmed
58575,507821,137,2023-07-09,Credit Card,1482.01,Processing
59509,471610,138,2024-04-06,Credit Card,1691.65,Delivered
59658,856966,139,2023-10-15,Bank Transfer,7246.76,Delivered
60150,1280392,140,2022-08-03,Credit Card,0.0,Delivered
60790,928086,141,2025-02-12,Cash,3782.69,Delivered
62218,1927155,142,2024-05-19,Bank Transfer,4354.72,Delivered
62416,753559,143,2022-02-11,Bank Transfer,1265.4,Delivered
62489,1143705,144,2025-01-08,Cash,3597.66,Delivered
64216,1546437,145,2023-03-07,Credit Card,1092.43,Delivered
64391,1579543,146,2024-08-22,Cash,3033.77,Delivered
65164,1520515,147,2024-01-18,Bank Transfer,710.7,Delivered
65316,68148,148,2024-09-20,Credit Card,4468.32,Delivered
65374,7163,149,2021-10-09,Bank Transfer,284.92,Delivered
66966,1845934,150,2023-05-16,PayPal,1998.42,Delivered
67789,1065584,151,2023-06-23,PayPal,2462.93,Confirmed
68119,116564,152,2022-12-05,PayPal,1189.35,Processing
68722,1224499,153,2021-11-26,Bank Transfer,1685.52,Delivered
68924,242307,154,2024-01-29,PayPal,0.0,Processing
69535,142702,155,2022-09-28,Cash,1257.25,Shipped
69539,1786759,156,2022-03-13,PayPal,5291.6,Delivered
69701,642620,157,2024-04-27,Bank Transfer,3131.7,Delivered
70136,1307186,158,2023-08-31,Bank Transfer,91.6,Delivered
70219,1875832,159,2024-01-24,Credit Card,2038.54,Processing
70647,1203736,160,2024-02-11,Credit Card,2509.91,Delivered
71585,81367,161,2023-12-06,Cash,3168.42,Shipped
71607,1126397,162,2024-12-28,Cash,0.0,Cancelled
71681,11048,163,2023-09-29,Credit Card,4215.9,Refunded
71757,493430,164,2022-10-06,Credit Card,2036.02,Delivered
72181,804954,165,2023-03-04,PayPal,2286.29,Delivered
72972,1032069,166,2022-10-10,PayPal,2042.9,Delivered
73052,1259941,167,2022-02-15,Cash,4695.37,Delivered
73143,260668,168,2023-11-26,Bank Transfer,1721.27,Delivered
74456,1247450,169,2024-11-19,PayPal,0.0,Delivered
75926,1912534,170,2025-03-28,Cash,0.0,Delivered
76076,677840,171,2023-07-01,PayPal,183.06,Delivered
77569,1024509,172,2024-03-08,Cash,1003.88,Delivered
77825,1940271,173,2023-08-28,PayPal,3403.14,Confirmed
78108,167331,174,2024-09-26,PayPal,0.0,Processing
78264,1227323,175,2025-01-29,Bank Transfer,4995.3,Delivered
78917,960048,176,2025-06-04,PayPal,602.36,Delivered
78943,925042,177,2022-03-22,Bank Transfer,2194.08,Delivered
79117,1116046,178,2024-07-03,Credit Card,1749.29,Delivered
79296,754023,179,2023-09-12,PayPal,2625.27,Refunded
79332,627063,180,2025-05-08,Cash,6135.09,Delivered
79670,866096,181,2024-05-22,PayPal,2541.99,Delivered
79836,904108,182,2025-08-11,Credit Card,1741.52,Delivered
80182,1457442,183,2025-02-13,Credit Card,198.91,Delivered
80566,702218,184,2022-04-13,PayPal,832.98,Shipped
81161,540426,185,2022-12-05,Cash,610.46,Delivered
81380,1068703,186,2021-10-03,Cash,136.92,Delivered
81895,366533,187,2021-09-19,PayPal,4548.19,Shipped
82450,135098,188,2022-02-14,PayPal,1897.6,Delivered
82735,735777,189,2024-03-31,PayPal,660.84,Delivered
83015,1901332,190,2022-11-17,Cash,5134.34,Delivered
83075,776690,191,2021-10-18,Credit Card,2471.34,Shipped
83086,833849,192,2023-10-02,Cash,713.34,Delivered
84147,1436111,193,2023-06-27,Bank Transfer,3312.6,Delivered
84286,823795,194,2024-05-09,Credit Card,3418.1,Delivered
84379,41550,195,2024-01-09,PayPal,706.5,Processing
85043,232778,196,2021-09-16,Bank Transfer,718.81,Confirmed
85061,305711,197,2024-06-22,Cash,4660.76,Delivered
85716,734566,198,2023-03-15,Credit Card,3226.19,Delivered
86592,571894,199,2023-12-01,Bank Transfer,352.48,Delivered
87540,941371,200,2022-04-02,Cash,952.81,Shipped
87633,325253,201,2023-07-13,Cash,751.3,Delivered
87810,1036690,202,2025-02-03,PayPal,648.85,Delivered
87970,739267,203,2021-12-09,Credit Card,5864.68,Delivered
88203,1797834,204,2025-07-08,Cash,785.76,Delivered
88611,442580,205,2024-03-12,Cash,0.0,Delivered
88707,559210,206,2023-11-29,Bank Transfer,1953.68,Shipped
89933,1315666,207,2022-10-18,Cash,2179.95,Delivered
90249,1150926,208,2023-01-01,PayPal,679.64,Delivered
90743,623188,209,2023-05-03,Cash,1126.15,Delivered
91488,798943,210,2022-02-10,Bank Transfer,1089.81,Delivered
91540,1125432,211,2023-02-14,Cash,0.0,Delivered
91543,1900736,212,2022-11-12,Cash,1493.11,Delivered
91644,1566330,213,2022-01-07,Cash,1090.32,Delivered
92131,206152,214,2025-06-04,Credit Card,5068.44,Confirmed
92811,1483449,215,2023-07-27,PayPal,3038.47,Delivered
93403,1540790,216,2022-08-01,PayPal,202.92,Delivered
93406,941371,217,2025-06-10,Bank Transfer,798.84,Confirmed
93521,68793,218,2023-11-04,PayPal,1606.34,Pending
93596,1788130,219,2023-01-28,Credit Card,149.63,Delivered
93903,1247830,220,2023-05-21,Cash,4359.01,Delivered
94028,628302,221,2022-08-20,Cash,706.14,Delivered
94406,1658595,222,2023-11-05,Bank Transfer,793.12,Delivered
94522,881464,223,2024-07-23,PayPal,1320.6,Delivered
95004,939283,224,2021-09-10,Credit Card,1028.79,Delivered
95364,83557,225,2021-09-13,PayPal,5494.02,Delivered
95537,747819,226,2024-05-28,PayPal,4210.63,Cancelled
96342,667976,227,2023-07-01,Credit Card,1270.68,Refunded
98302,946271,228,2021-09-09,Credit Card,3121.57,Delivered
98460,1222692,229,2021-12-01,PayPal,4230.79,Delivered
99568,701867,230,2025-05-16,Credit Card,1030.98,Delivered
99868,27717,231,2021-12-10,Credit Card,458.87,Delivered
99925,1686999,232,2024-02-23,Credit Card,751.25,Delivered
100050,79083,233,2024-05-09,Cash,0.0,Confirmed
100177,1621805,234,2024-10-03,PayPal,4216.32,Delivered
100657,277907,235,2023-06-18,Bank Transfer,1655.01,Processing
102496,1920669,236,2022-03-06,Credit Card,1413.04,Delivered
103128,1981878,237,2022-12-06,Bank Transfer,81.63,Delivered
103212,1705989,238,2022-10-08,Bank Transfer,309.31,Delivered
104843,695920,239,2023-12-22,Credit Card,4857.89,Delivered
105045,143970,240,2023-03-09,Credit Card,521.64,Delivered
105286,134666,241,2024-12-14,PayPal,2752.41,Pending
106075,1568950,242,2025-03-19,Cash,263.94,Delivered
106293,923711,243,2022-10-15,Bank Transfer,361.19,Processing
106705,1062572,244,2025-04-04,PayPal,7177.9,Delivered
106881,1112768,245,2024-06-12,Credit Card,0.0,Delivered
106940,1790507,246,2021-12-14,PayPal,1437.3,Delivered
107061,1319509,247,2023-02-28,Bank Transfer,1030.22,Delivered
107491,1739414,248,2022-11-07,Cash,93.42,Delivered
107752,474101,249,2022-10-01,Bank Transfer,2266.33,Shipped
108585,1802068,250,2024-04-27,Cash,2345.53,Pending
109033,446730,251,2024-03-05,Bank Transfer,0.0,Delivered
109087,71243,252,2024-10-17,Credit Card,3388.88,Delivered
109986,769708,253,2025-03-11,Bank Transfer,1534.11,Delivered
111668,276556,254,2022-06-12,Credit Card,977.54,Delivered
112112,915511,255,2024-03-23,Cash,1136.92,Delivered
112191,117047,256,2024-11-17,Cash,932.73,Refunded
112237,1620093,257,2021-09-25,Bank Transfer,1355.95,Delivered
112277,770086,258,2022-03-12,Credit Card,2984.51,Delivered
112543,1022930,259,2024-07-04,Bank Transfer,271.52,Refunded
112764,310568,260,2024-10-07,Cash,5673.28,Shipped
113295,746690,261,2024-12-31,PayPal,1213.62,Pending
113655,528883,262,2022-03-09,Credit Card,1922.74,Delivered
113703,525131,263,2021-09-24,Cash,7351.42,Delivered
113781,66602,264,2025-06-12,Credit Card,749.16,Processing
113984,1754474,265,2024-06-15,Credit Card,204.19,Delivered
114213,460263,266,2022-07-21,Credit Card,31.88,Delivered
114684,209717,267,2024-11-01,Credit Card,721.76,Delivered
115655,596435,268,2022-07-13,Credit Card,2501.56,Delivered
116022,1544519,269,2025-03-06,Bank Transfer,1751.32,Delivered
117577,1979433,270,2024-04-12,PayPal,2793.29,Delivered
117651,825725,271,2024-07-01,Credit Card,1877.65,Delivered
117844,1767214,272,2025-02-09,Cash,0.0,Cancelled
118293,1760272,273,2024-09-30,Credit Card,1236.7,Delivered
118515,1505474,274,2025-03-24,PayPal,1839.02,Refunded
118795,1842317,275,2022-02-10,PayPal,518.43,Processing
118957,1607861,276,2022-10-17,Bank Transfer,2060.41,Confirmed
119259,988413,277,2025-06-25,Cash,1563.69,Delivered
120587,118217,278,2025-06-24,PayPal,0.0,Delivered
122539,1686999,279,2025-03-26,Cash,661.1,Delivered
123056,1432994,280,2025-07-04,PayPal,2599.49,Delivered
123396,96606,281,2024-03-16,Bank Transfer,2878.64,Confirmed
125184,1317866,282,2024-04-16,PayPal,4586.61,Confirmed
125754,932125,283,2024-09-21,Cash,219.12,Delivered
126307,821647,284,2023-12-05,PayPal,2384.82,Delivered
126686,829268,285,2022-07-29,Credit Card,2844.19,Delivered
126864,819128,286,2024-03-01,PayPal,1459.8,Delivered
127234,833849,287,2023-06-10,Credit Card,2709.98,Delivered
127352,1178965,288,2022-04-06,Cash,2423.5,Delivered
127356,622427,289,2021-09-01,Credit Card,1071.8,Refunded
127423,464991,290,2024-09-11,Bank Transfer,0.0,Delivered
129017,1864277,291,2025-05-17,Credit Card,0.0,Refunded
129184,807928,292,2023-03-16,Bank Transfer,331.85,Delivered
129327,350570,293,2022-03-24,Bank Transfer,2220.98,Cancelled
129423,162384,294,2023-03-01,PayPal,287.19,Refunded
129585,1246552,295,2023-01-11,PayPal,1536.18,Delivered
129627,969160,296,2024-08-08,Cash,801.78,Delivered
129742,283338,297,2022-11-16,PayPal,1424.32,Delivered
129959,1008108,298,2021-10-19,Bank Transfer,0.0,Delivered
130314,1821655,299,2023-03-21,Credit Card,792.31,Confirmed
130808,1761879,300,2024-10-29,Bank Transfer,2340.11,Pending
131315,8438,301,2022-12-17,Credit Card,1388.96,Delivered
132075,1376111,302,2024-06-12,PayPal,669.7,Delivered
132613,410291,303,2022-07-31,PayPal,2756.47,Delivered
133250,245879,304,2022-07-27,Credit Card,2009.85,Delivered
133448,304872,305,2023-03-12,Bank Transfer,0.0,Delivered
134397,996640,306,2025-08-25,Cash,1958.95,Delivered
134428,1913109,307,2024-11-12,Cash,3367.19,Delivered
134715,1751003,308,2024-07-26,Cash,3801.72,Delivered
134839,1517406,309,2022-02-23,Cash,2719.88,Delivered
135145,540426,310,2022-11-30,Cash,1247.19,Delivered
135328,1195354,311,2024-01-14,Bank Transfer,2236.64,Delivered
135385,793510,312,2024-07-25,PayPal,2087.72,Delivered
136024,1126886,313,2023-01-10,Credit Card,5469.3,Delivered
136310,1480192,314,2022-03-14,Credit Card,1706.6,Delivered
136428,204284,315,2022-10-28,PayPal,152.43,Delivered
137929,1402537,316,2022-11-14,Bank Transfer,1122.93,Delivered
138326,1315501,317,2022-12-10,Bank Transfer,908.36,Delivered
138572,1160008,318,2025-08-04,Bank Transfer,1348.68,Delivered
139362,904779,319,2022-03-02,Cash,1642.49,Delivered
140147,531976,320,2022-03-25,Credit Card,6234.55,Delivered
140566,990275,321,2023-09-09,Bank Transfer,2213.95,Delivered
140567,556140,322,2023-06-17,Cash,552.93,Delivered
140841,4492,323,2025-06-07,Bank Transfer,432.68,Delivered
141421,1554205,324,2023-12-23,PayPal,943.76,Refunded
142520,1121848,325,2023-05-12,PayPal,653.8,Delivered
142537,647418,326,2022-09-24,Bank Transfer,1555.95,Shipped
142806,1280392,327,2024-10-18,Bank Transfer,1820.36,Confirmed
143278,1958153,328,2024-09-10,PayPal,5232.97,Delivered
143384,1764023,329,2024-04-20,PayPal,1764.05,Delivered
143443,1477954,330,2022-02-13,Credit Card,6121.04,Confirmed
143573,1270164,331,2025-04-26,PayPal,1180.79,Delivered
143577,61632,332,2022-04-20,Bank Transfer,0.0,Delivered
143781,757552,333,2022-10-16,Bank Transfer,4382.3,Delivered
144127,695150,334,2025-08-19,Credit Card,0.0,Delivered
144141,1865655,335,2022-09-27,PayPal,0.0,Delivered
145096,839398,336,2024-06-12,Bank Transfer,631.22,Delivered
145130,1279482,337,2022-03-27,PayPal,1691.97,Delivered
145799,1374770,338,2022-10-03,Cash,4974.25,Delivered
145861,212769,339,2022-08-21,Bank Transfer,515.72,Pending
146046,667921,340,2025-05-05,Cash,3363.86,Processing
146268,657565,341,2025-08-17,PayPal,1996.84,Delivered
148751,394340,342,2024-05-20,Cash,2379.76,Delivered
149393,629664,343,2023-02-19,Cash,3682.52,Confirmed
150614,1950791,344,2022-01-17,PayPal,310.6,Delivered
150672,677886,345,2023-04-26,Credit Card,1015.71,Delivered
151094,1014203,346,2022-10-14,Bank Transfer,1256.28,Delivered
151170,1574599,347,2025-07-09,PayPal,4152.56,Delivered
151382,1837495,348,2021-10-10,Credit Card,3439.07,Cancelled
151559,739267,349,2025-03-01,Cash,1686.45,Refunded
152850,357478,350,2024-08-23,Cash,933.44,Delivered
153164,1911548,351,2023-02-05,Cash,3493.35,Delivered
154487,564258,352,2022-06-19,Cash,0.0,Delivered
154532,1531377,353,2022-08-03,Credit Card,968.25,Delivered
154660,722527,354,2023-08-07,Credit Card,0.0,Delivered
155416,1326514,355,2024-04-13,Cash,4270.82,Delivered
155626,748051,356,2024-11-02,Cash,817.18,Delivered
155678,825302,357,2022-04-22,Credit Card,2377.84,Delivered
156069,41232,358,2024-07-19,Cash,3634.08,Pending
156216,795974,359,2023-07-09,Cash,1236.54,Pending
156431,995285,360,2023-12-11,Bank Transfer,3902.6,Delivered
157285,320498,361,2025-02-26,PayPal,1603.06,Delivered
157856,312432,362,2022-05-24,Bank Transfer,2016.95,Delivered
158925,39180,363,2023-09-28,PayPal,2481.33,Delivered
160567,1684343,364,2024-02-20,PayPal,1189.78,Delivered
161014,154416,365,2024-11-25,Cash,1841.43,Refunded
161506,960285,366,2022-12-20,Credit Card,1235.17,Delivered
161641,1374321,367,2023-12-26,Bank Transfer,2059.19,Delivered
162035,891792,368,2024-06-27,Bank Transfer,2577.47,Delivered
162087,1702268,369,2023-02-17,PayPal,3719.4,Delivered
162433,1097469,370,2022-04-03,Credit Card,2528.05,Delivered
162440,1951386,371,2024-06-30,Cash,2530.77,Delivered
162600,1064825,372,2023-12-04,Cash,3011.2,Cancelled
162672,1258876,373,2025-04-24,Cash,1752.3,Delivered
163105,276556,374,2023-06-29,Credit Card,2518.58,Delivered
163664,798859,375,2021-10-10,Credit Card,1286.52,Delivered
163748,826354,376,2023-07-04,Bank Transfer,1067.87,Delivered
164192,66602,377,2022-09-27,PayPal,460.63,Delivered
164209,117177,378,2023-06-16,PayPal,3156.83,Pending
164642,434727,379,2021-10-17,Bank Transfer,0.0,Delivered
164668,1705989,380,2021-09-01,Credit Card,874.18,Delivered
165126,1343379,381,2023-07-16,Credit Card,302.04,Delivered
165528,1878756,382,2024-09-11,Cash,3107.25,Delivered
165580,548746,383,2022-08-15,Credit Card,3836.1,Delivered
165607,1962650,384,2025-05-08,Bank Transfer,2804.83,Cancelled
165842,1969543,385,2023-02-28,Credit Card,3015.59,Confirmed
166058,1510455,386,2024-05-19,Credit Card,517.45,Refunded
166067,929192,387,2025-03-07,Bank Transfer,0.0,Delivered
166490,5387,388,2022-05-17,PayPal,1493.91,Delivered
166695,1597618,389,2025-03-05,Credit Card,451.61,Delivered
166745,1132735,390,2023-10-08,PayPal,3965.38,Delivered
167035,851998,391,2021-12-02,Bank Transfer,2716.49,Cancelled
168995,532483,392,2023-05-22,PayPal,2111.41,Delivered
169112,1548354,393,2024-05-11,Credit Card,2901.45,Delivered
170077,410504,394,2024-06-05,Credit Card,2332.76,Refunded
173374,1317512,395,2022-10-06,PayPal,1748.22,Confirmed
173386,291039,396,2024-05-13,PayPal,3227.44,Delivered
173993,343898,397,2024-09-09,Credit Card,1422.19,Delivered
174050,56524,398,2025-01-09,Bank Transfer,2903.62,Delivered
174427,649872,399,2022-01-23,Credit Card,1759.54,Delivered
174729,918298,400,2025-01-30,Credit Card,1008.91,Shipped
175306,25826,401,2025-05-23,Cash,499.76,Shipped
175398,568514,402,2024-06-15,PayPal,2114.23,Delivered
175412,500430,403,2021-10-21,Bank Transfer,496.26,Cancelled
175762,658990,404,2023-03-13,Cash,2231.02,Delivered
175769,692501,405,2023-01-28,PayPal,3160.85,Delivered
176434,311604,406,2022-01-17,Cash,3632.34,Pending
176897,1557205,407,2023-08-11,Cash,993.24,Delivered
176969,353731,408,2023-05-17,Cash,2691.41,Delivered
177089,990102,409,2025-04-07,Bank Transfer,2344.84,Shipped
178038,424961,410,2021-10-06,Cash,3657.65,Delivered
178280,1412353,411,2025-07-30,Cash,1617.7,Delivered
178778,730054,412,2024-08-16,Credit Card,3074.81,Processing
179081,1218753,413,2024-04-30,PayPal,1166.04,Delivered
180078,1234563,414,2025-01-05,Credit Card,601.11,Delivered
180510,516595,415,2025-07-18,PayPal,2321.65,Delivered
181392,777514,416,2023-02-08,Bank Transfer,843.34,Delivered
182274,1585855,417,2023-07-18,Cash,4924.96,Delivered
182652,177210,418,2024-03-06,Bank Transfer,3947.97,Delivered
183070,136738,419,2024-10-21,PayPal,3514.79,Delivered
183193,1741060,420,2025-02-25,Bank Transfer,2279.06,Delivered
183401,1013533,421,2023-08-27,PayPal,8104.67,Confirmed
183794,734866,422,2022-05-21,Cash,1506.26,Cancelled
183872,438396,423,2022-06-06,Cash,905.43,Delivered
184910,147347,424,2025-07-27,Credit Card,4674.6,Delivered
185091,722742,425,2024-06-06,PayPal,1638.92,Delivered
185535,1081593,426,2024-12-16,PayPal,1849.78,Confirmed
185915,73855,427,2023-01-26,PayPal,380.9,Processing
186016,1638946,428,2025-01-28,PayPal,195.84,Delivered
186397,1271245,429,2022-01-13,PayPal,5159.5,Delivered
187131,848220,430,2025-04-18,Bank Transfer,5941.37,Delivered
187415,370948,431,2023-12-25,Cash,822.14,Delivered
187678,135652,432,2023-04-23,Bank Transfer,2110.48,Cancelled
188733,446829,433,2023-10-05,PayPal,1754.9,Delivered
188776,1672753,434,2022-01-23,Credit Card,323.68,Processing
188830,415191,435,2025-03-26,Cash,1246.09,Delivered
189516,1601502,436,2022-08-07,Credit Card,1820.48,Delivered
190084,473259,437,2022-11-30,Cash,1981.55,Delivered
190625,409563,438,2023-08-29,Bank Transfer,2222.91,Delivered
191154,1786759,439,2023-11-29,Bank Transfer,5064.78,Shipped
191241,937220,440,2021-11-28,Bank Transfer,1270.95,Delivered
191377,607059,441,2025-03-07,Cash,2131.88,Delivered
191804,940017,442,2023-11-12,Credit Card,1055.24,Cancelled
191960,1833263,443,2022-03-21,Cash,4746.56,Shipped
192064,1842317,444,2023-12-30,Cash,4982.17,Delivered
192093,1102837,445,2024-02-10,PayPal,3542.23,Cancelled
192526,1001720,446,2022-01-26,Credit Card,2125.73,Delivered
192748,1330556,447,2025-07-09,Credit Card,2204.33,Delivered
192812,1540597,448,2025-05-19,Bank Transfer,4765.96,Delivered
193048,1659974,449,2025-01-16,Cash,2824.47,Delivered
193259,1160008,450,2022-01-17,PayPal,4059.07,Delivered
