product_id,store_id,category_id,brand_id,name,price,stock_quantity
188,8,6,4,Read Strategy,200.92,16
189,1,5,4,Door Analysis,35.19,240
190,1,2,3,Enjoy Catch,397.42,765
191,2,3,3,Movie Often,288.0,878
193,2,1,3,Situation Because,399.08,82
194,6,6,3,Already Late,422.59,581
195,7,6,2,Class Home,51.24,628
196,5,3,1,Scene Reduce,300.75,128
197,1,2,3,Themselves Impact,125.98,825
198,1,5,2,Food Citizen,167.89,805
199,3,5,1,Food Blood,199.01,353
200,2,1,3,Movie Candidate,103.24,773
201,5,1,2,Either Tough,284.01,472
202,10,4,3,Three Environmental,333.94,786
203,6,5,3,Dinner Interview,38.2,135
204,7,6,1,Second Language,249.45,790
206,4,2,2,Middle Rock,161.69,339
207,7,5,2,List Note,372.29,904
208,8,5,1,Around Prepare,236.9,871
209,1,3,2,Across Drop,446.75,879
210,6,2,1,Debate Exist,399.88,912
211,8,2,2,Drug Fund,453.85,606
212,5,2,1,Forward Himself,458.86,176
213,4,4,2,Since Organization,493.64,863
214,2,4,1,Whole War,209.55,846
215,6,5,1,Shoulder Party,289.0,164
216,6,4,3,Inside Second,338.96,831
217,1,4,1,Window Radio,127.36,162
218,9,3,2,Represent As,351.16,113
220,6,5,4,Federal Collection,48.43,345
221,3,1,2,Response Partner,90.35,596
222,4,3,2,Across Plan,322.65,96
223,4,4,4,Sit Cost,112.73,507
224,3,5,3,Discover Person,358.45,292
225,10,2,2,Energy Theory,479.77,412
227,3,4,1,Thousand Fill,113.71,912
228,3,5,1,Take Control,145.14,167
229,4,1,3,Allow Size,207.42,945
230,7,3,3,Serious Save,52.73,364
231,4,3,2,After Million,322.76,61
232,9,4,1,Pressure Theory,213.04,928
234,1,5,2,Almost Car,399.28,123
235,8,3,2,Provide Draw,352.06,102
236,7,5,2,Set Matter,102.48,29
237,2,3,3,Audience Particular,438.69,794
238,8,1,4,Send Road,201.82,124
239,1,2,2,Hot Policy,152.83,859
240,9,3,3,Kid Civil,40.03,377
242,9,6,1,Box Nor,133.07,75
243,2,4,4,Participant Magazine,301.85,853
244,7,3,3,Center Occur,462.52,136
245,10,1,2,Case Finish,464.59,964
246,3,2,3,Not Material,106.42,730
247,7,3,2,Trouble Sound,31.37,421
248,10,4,4,New Where,9.81,745
249,9,3,2,Lay Factor,214.66,517
250,4,5,1,Bank Hotel,205.87,762
251,1,4,2,Follow Maintain,273.22,528
252,2,1,3,School Girl,163.03,986
253,1,3,3,Every Level,441.22,620
254,5,4,4,Nation Fish,455.13,42
255,5,2,4,Behind Only,429.14,626
256,7,6,1,Series Sound,70.38,929
257,9,1,1,Her Answer,402.35,560
259,9,6,1,Land Information,410.82,803
260,3,5,1,Woman Impact,487.76,953
261,3,5,1,Face Finally,338.31,792
264,3,2,4,Fill Support,429.67,541
265,4,1,3,Remain Democratic,215.12,31
266,8,1,4,Degree Throughout,316.62,70
267,6,4,3,Adult Meeting,215.68,145
268,8,4,2,Under Police,148.06,28
269,1,3,1,Rate Claim,47.52,401
270,8,4,2,Serve Some,448.58,402
271,4,5,2,Recent Morning,10.94,928
273,1,3,4,Realize Middle,226.46,975
274,8,5,3,Foreign Girl,323.49,836
275,4,1,2,Force Its,479.57,518
276,6,2,4,Ahead Fish,64.1,860
278,8,6,1,Show Full,155.51,434
279,4,3,1,Yet Peace,72.09,291
280,3,4,3,Nothing Style,355.27,913
281,9,4,1,Reach Food,199.63,38
282,3,2,2,Than Director,228.82,631
283,9,3,1,Bring Garden,126.8,586
284,2,4,4,Bed Up,212.94,845
285,2,6,1,Nation Item,443.68,785
287,2,6,3,Author Against,214.38,286
288,6,1,3,Force Blue,234.4,390
289,3,3,4,Usually Stage,315.06,416
290,9,5,4,Policy Else,107.62,632
291,4,1,4,Role Buy,442.55,988
292,1,3,4,Staff Daughter,170.06,271
293,4,6,2,Peace Issue,175.33,389
294,1,6,1,Piece Out,70.66,295
296,5,1,4,Evening No,469.61,380
298,4,1,1,Middle Economic,383.92,768
299,8,6,4,Clearly Order,93.38,725
301,8,1,3,Pressure Sense,84.58,125
302,7,2,3,Defense Arm,257.37,954
305,3,1,4,Red Bit,51.63,706
306,1,2,2,Democrat Kitchen,396.95,413
307,1,5,4,Bit Partner,150.3,926
308,3,3,1,Line Improve,374.42,91
309,6,6,2,National Box,146.77,93
310,7,5,4,Speak Seem,202.21,673
311,6,4,1,Public Director,422.2,431
313,6,5,1,Individual Outside,23.15,873
314,6,3,1,Keep Child,84.51,139
315,3,1,1,Find Despite,58.87,424
316,6,4,1,City Imagine,293.07,781
317,8,2,4,Accept Scientist,316.02,3
318,2,1,1,Strong Action,410.45,440
319,5,3,2,Office Knowledge,98.24,317
322,1,6,1,Interesting Can,200.89,512
323,1,4,4,Popular Design,420.21,295
324,5,6,3,Degree Physical,225.81,175
325,3,3,1,Mission Heart,433.13,584
326,4,1,3,Trade Impact,364.93,654
327,3,6,2,Child Pm,32.62,245
329,1,1,2,But Similar,134.06,269
330,1,3,4,Attorney Decade,72.6,85
331,5,6,3,Maybe Sister,24.79,189
332,6,2,2,My Call,473.24,398
333,3,5,3,Western Teacher,36.16,514
334,9,6,3,As Themselves,482.08,118
335,5,3,1,Film Serious,97.58,144
336,8,4,2,Good Economy,399.27,17
337,1,3,3,Something Garden,446.16,540
339,5,4,4,Term Either,331.85,87
340,3,1,4,Effect First,123.48,929
341,1,4,3,Measure Explain,418.54,930
342,4,3,3,Within Never,113.08,981
343,5,6,4,Inside Others,190.76,721
344,7,1,2,Wrong Feeling,22.87,695
345,1,4,2,Impact Make,23.3,493
346,3,2,2,Government Light,175.9,580
347,2,6,2,Sing And,336.84,162
348,9,2,3,Down Modern,471.62,691
349,10,1,3,Society Agent,118.82,435
350,6,1,4,Else Suffer,148.92,741
351,10,1,4,Owner Reach,475.11,468
352,3,1,2,Team Happy,469.13,18
353,8,6,4,Yet Our,435.95,840
354,8,5,2,Candidate Drug,361.81,137
355,2,6,2,Whatever Year,9.83,641
356,6,3,1,Price Condition,198.92,668
357,7,2,3,Rest Mission,398.62,362
358,2,6,3,Sell Recognize,393.05,613
359,10,5,2,Recent Century,486.28,766
360,2,5,3,Yard Movement,421.14,144
361,10,2,1,Deep East,107.1,882
362,1,4,1,Main Property,376.93,747
363,8,3,3,Rock Next,453.83,809
364,1,2,1,Speak Travel,218.29,823
365,9,6,3,Ever Start,448.84,136
366,6,2,4,A Though,280.49,7
367,7,4,2,Treatment Successful,30.46,787
368,10,5,4,Cup Successful,470.37,634
369,7,3,4,Guess Environmental,19.3,457
370,10,4,3,Whatever Indeed,451.45,352
371,3,4,4,Region Firm,472.79,145
372,2,6,3,Lot Point,352.76,480
373,9,6,4,Question Difficult,356.32,924
374,8,3,2,Much The,275.32,584
375,10,3,3,Billion Certain,343.28,202
376,7,3,4,Require Wide,265.13,282
378,9,6,3,Picture Political,108.23,26
379,4,4,3,Air Late,369.11,578
380,4,6,4,Medical Several,151.19,697
381,1,1,1,Care Billion,264.08,805
382,8,6,2,Watch Should,63.21,329
383,3,5,1,How Form,297.83,340
385,7,4,3,Late Important,199.05,477
386,2,6,4,Artist Force,86.06,433
387,2,4,3,Ever Here,231.11,188
388,7,4,3,Group Candidate,96.49,477
389,6,3,2,Goal Way,100.18,596
390,3,1,2,Task About,369.15,871
391,9,1,2,Than Front,492.4,556
392,10,2,3,Operation Bank,186.19,679
393,6,3,3,Read Care,185.73,208
394,10,2,2,Strategy Defense,95.52,926
395,10,5,3,Region Short,302.21,968
396,6,1,1,Describe Exactly,146.42,162
397,1,1,3,Your Wear,23.28,324
398,4,4,4,Above Yourself,229.4,980
399,10,1,1,View Change,412.29,828
400,6,3,4,Ago Provide,311.63,262
401,6,4,2,Quickly Writer,239.98,546
402,5,5,2,Phone Important,318.74,337
403,1,3,2,Professor Look,496.69,543
404,8,5,2,Second Able,128.08,751
405,5,6,4,Home Coach,114.73,315
406,5,5,3,Glass Huge,273.94,931
407,7,4,1,Fund Difference,332.5,496
408,4,4,3,Range Us,349.86,73
409,6,1,2,Return Authority,298.42,326
410,4,4,3,Process Administration,138.02,556
411,3,4,2,Also Who,306.75,551
412,7,6,4,Attorney Worker,375.8,430
413,8,5,2,Author Allow,473.71,348
414,4,4,4,Worry Soldier,205.39,381
415,2,4,1,Research More,71.34,514
416,10,6,1,Modern Former,38.29,961
417,3,5,2,Cultural Fund,32.38,858
418,1,3,4,Less Wall,141.32,521
419,8,1,2,Style Opportunity,88.55,86
420,3,6,2,I Born,334.47,923
421,10,4,3,Very Why,499.21,594
422,7,4,4,Local Coach,375.28,147
423,10,4,1,Citizen Everything,274.69,344
424,5,3,1,Week Out,157.34,659
425,10,6,1,Office Country,158.09,165
426,5,4,2,Season Step,180.93,571
427,7,2,1,Fight First,192.46,553
428,9,3,4,Enough If,447.7,377
429,5,6,1,Him Trouble,440.84,777
430,1,5,1,Side Scientist,124.73,924
431,10,5,4,High Recent,376.84,34
432,10,2,1,Girl As,415.22,910
433,1,3,4,Almost Prepare,248.68,664
434,2,6,1,Gas Power,125.06,397
435,6,5,4,Outside After,102.16,731
436,9,5,3,Speak Evening,22.11,382
437,8,6,1,Free Author,78.89,108
438,5,2,2,First Care,363.2,576
439,1,4,2,Break Teacher,94.33,649
440,7,4,2,Back Evening,131.2,595
441,5,4,2,Campaign Medical,69.99,617
442,6,5,2,Well Party,360.73,413
443,7,2,1,Cut Interesting,109.93,892
444,3,4,4,Safe Until,291.21,130
445,10,4,3,Member Rather,136.6,171
447,3,2,3,Already Feel,470.4,246
448,5,1,4,Develop Republican,75.03,849
449,6,1,1,Time Involve,218.0,796
451,9,1,2,Serious Forward,111.68,47
452,5,1,2,Though Capital,441.97,374
453,1,1,2,Finish Or,494.26,140
454,4,1,1,Plan On,20.31,205
455,5,4,3,Because Affect,247.29,301
456,10,5,2,State Treatment,179.47,768
457,10,6,3,Director Even,368.99,775
458,5,4,2,Air Traditional,169.07,481
459,7,5,3,Up Politics,74.65,443
460,4,1,4,Human Eight,22.36,656
461,1,4,3,Much Fast,450.22,290
463,5,3,4,Play Sometimes,225.11,206
464,7,5,3,Claim Training,444.45,850
465,10,2,2,Culture Concern,342.2,983
466,10,4,2,Contain Perform,93.15,159
467,6,1,3,Thousand Oil,265.86,472
468,5,4,1,Really Civil,130.31,175
469,4,1,3,Beautiful Career,315.37,672
471,2,1,4,Action Recent,201.83,863
472,4,2,4,House Hundred,412.15,747
474,10,3,3,Better Any,280.66,513
475,10,6,1,This Know,161.81,442
477,3,5,3,Finally Say,412.98,50
478,10,2,1,Sing Bill,461.45,552
479,1,3,2,Only Could,106.29,607
480,8,2,2,Two Radio,379.53,686
481,5,3,2,These City,131.05,606
482,4,5,4,Every Focus,253.16,278
483,8,5,2,Myself All,180.53,217
484,7,4,1,Social Study,240.56,977
485,2,1,2,Ten Set,161.27,55
486,1,2,3,Provide Send,294.97,514
487,4,1,2,Ball Boy,185.57,505
488,8,4,1,Writer Positive,33.43,33
489,2,6,2,Strategy Skill,319.04,30
490,3,3,2,Pass Such,327.59,899
491,1,2,4,Let War,487.84,45
493,1,1,1,Similar Visit,322.08,193
494,3,6,4,Else Fly,17.19,89
495,5,1,1,Card Action,191.63,640
496,3,3,1,Situation Hair,287.76,315
497,1,6,3,Ability Generation,107.73,477
498,1,5,4,Science Throughout,493.24,996
499,8,3,2,Similar Allow,290.95,659
500,10,6,2,Father Trade,241.9,470
501,2,2,1,Sell A,11.47,512
502,3,1,3,Face Worker,270.39,225
503,2,6,4,Such Media,402.76,792
504,3,4,4,Strategy East,158.45,433
505,7,5,4,Somebody True,381.19,647
506,1,4,2,Often Old,19.46,627
507,10,6,1,Return Walk,321.03,578
508,8,2,2,Store Best,442.84,535
509,10,3,4,Environment Particularly,49.49,504
510,10,4,3,Conference Health,181.91,838
511,10,6,4,Those Occur,437.5,975
512,2,3,2,Reach Rule,472.04,998
513,3,2,1,Language Her,225.45,174
515,9,2,3,Decision Turn,101.92,230
516,7,6,4,Cover While,143.09,587
517,4,5,1,Sure Watch,208.19,437
518,10,1,2,Require Three,142.66,304
519,5,4,3,Left Technology,126.17,604
520,2,4,2,Movie Campaign,124.66,247
521,8,1,3,Guy Star,222.83,816
522,4,5,2,Explain Success,385.99,696
523,9,2,1,Home Senior,473.89,88
524,5,3,1,Surface Fight,369.85,698
525,9,4,2,Sister It,381.23,236
526,4,2,2,Card Throw,89.31,490
527,10,5,3,Alone Indicate,404.71,208
528,5,4,4,Especially Threat,84.5,106
530,9,1,1,Mr Yard,61.17,276
531,8,3,3,Manage Blue,409.69,700
532,3,3,1,Model Summer,474.61,19
533,1,5,4,Week Cause,123.78,457
534,3,1,2,Poor Attack,275.12,253
535,4,6,3,Just Star,59.1,406
536,2,4,4,Support Area,215.13,123
537,1,5,2,Loss Artist,303.92,59
538,7,2,3,Ask Dream,334.88,672
539,8,2,2,Relate Ask,164.66,321
540,7,6,3,Science Paper,228.09,366
541,5,3,2,Main Prevent,143.04,836
542,1,2,3,Term Detail,356.18,391
543,7,4,3,Force Research,99.42,752
544,7,5,2,Hour Several,152.07,549
545,9,3,3,Type Point,486.05,910
546,3,4,2,Fly Challenge,196.62,661
547,9,3,4,A General,414.73,273
549,1,4,4,If Recently,261.26,494
550,1,5,2,Bank Condition,249.54,780
551,4,2,2,Us Perhaps,242.03,527
552,9,6,4,Who Pretty,484.7,803
553,6,2,2,Draw Class,127.95,77
554,3,3,3,Finally Law,178.88,569
555,1,2,4,Animal Already,325.14,823
556,4,4,2,Quality Play,202.93,278
557,9,2,1,Agent Build,301.41,70
558,3,4,1,Same Red,19.59,65
559,9,3,3,Similar Situation,373.99,865
560,7,1,1,Reality Measure,178.07,955
561,4,4,2,Development Blue,407.66,396
562,3,6,1,Federal Ability,443.63,3
563,10,4,4,Movie Anything,69.34,621
564,5,3,3,Under Yeah,91.56,243
565,5,3,2,Throw Difficult,125.23,335
566,3,4,1,Identify Long,471.61,334
567,9,4,2,Financial Site,244.57,236
568,4,5,1,Figure Data,489.11,567
570,5,3,4,Today Task,284.76,356
571,4,4,2,Plan Believe,320.95,219
572,5,1,3,Rock Goal,171.72,838
573,7,5,4,Allow Smile,281.45,148
574,9,4,4,World Area,334.27,502
575,7,5,2,Practice Scene,218.43,938
576,5,4,4,With Media,232.73,982
577,10,3,2,Old White,363.42,546
578,10,6,2,Prevent Miss,478.92,669
579,7,1,2,Central Sell,203.42,136
580,10,5,2,Mean Church,428.75,760
581,5,1,4,History Early,158.81,294
582,3,1,4,Type Become,12.57,145
583,7,6,4,Both Throughout,37.35,937
584,2,5,4,Move Follow,339.39,670
585,9,3,1,Line Degree,107.58,50
586,10,4,3,Data Late,312.57,11
587,10,4,4,International Present,63.47,828
588,1,6,2,Western Player,217.36,700
589,6,2,4,Character New,384.01,890
590,7,4,3,Here Around,147.65,213
591,8,4,3,Country Really,398.99,906
592,10,2,2,Majority Voice,45.78,335
593,9,6,4,Cut Staff,229.42,724
594,2,2,3,Responsibility Notice,189.52,507
595,10,4,3,Art Support,21.92,439
596,2,3,1,Change Different,438.89,609
597,5,3,1,To Green,391.92,10
598,5,3,2,Safe Five,329.49,664
599,6,2,2,Modern Speech,135.09,17
600,3,2,2,Discover Interest,104.03,677
602,8,1,1,Them Type,482.59,503
603,1,1,2,Box Threat,165.16,990
604,6,2,1,Song Million,282.76,489
605,4,2,4,Glass Financial,286.1,537
607,1,2,1,Half Design,22.54,927
609,7,3,4,Look Story,406.78,712
610,9,6,1,Hotel Federal,462.35,716
611,4,4,4,Real Method,360.42,890
612,4,1,4,Arm Stay,203.46,7
614,6,3,3,Piece Garden,93.1,239
615,3,4,1,Teacher Treat,98.38,372
616,6,5,1,Great While,28.37,88
617,7,3,4,Responsibility Begin,424.63,780
618,10,2,3,Experience Participant,496.58,449
620,10,1,2,Cell Actually,324.61,749
622,3,4,1,Because Who,276.66,632
623,7,1,4,Poor Month,258.37,56
624,3,3,3,Relate Pretty,381.74,597
625,2,5,4,Family Trial,62.02,935
626,10,5,3,Pm Green,53.09,919
627,4,4,1,Price Coach,415.51,589
628,8,4,4,Candidate Property,198.23,374
629,9,3,3,Poor Significant,148.2,296
630,7,6,1,Expert Above,11.58,284
631,1,1,4,Your Network,219.75,64
632,3,6,1,Church Daughter,292.19,896
633,9,4,2,Project Without,125.17,157
634,1,5,2,Theory Specific,341.46,185
635,9,5,2,Soldier Whole,177.8,151
636,8,2,4,Reflect Oil,419.08,862
637,1,4,1,Economy Community,106.34,998
638,6,2,2,Say Ability,328.85,399
639,5,2,2,Into Main,403.24,344
640,6,4,4,Line Result,356.7,829
641,10,3,3,Social Operation,69.74,893
642,5,6,4,Believe Amount,367.08,9
643,6,3,2,Film Dinner,115.39,802
644,5,3,4,These Ask,59.38,497
645,5,3,2,Word Item,470.83,603
646,4,6,1,Win Five,152.57,804
647,3,3,3,Control Support,490.35,455
648,3,1,3,But Citizen,494.51,180
649,4,2,2,Thing Others,32.25,234
650,9,4,3,Fight Might,438.52,895
651,2,5,4,Hair Quickly,344.75,884
652,9,2,4,Audience Account,27.53,765
653,1,2,3,Big Science,58.73,691
654,1,1,4,Spring Summer,322.55,519
655,5,2,2,Arrive Assume,293.56,234
656,6,2,4,Require Coach,148.39,565
657,6,6,1,Company Bank,174.2,773
658,3,4,3,Pick Way,208.43,852
659,7,5,4,Scene Get,472.44,119
661,9,3,3,Glass Cover,498.61,242
663,10,6,2,Wind Church,12.73,480
664,8,2,3,Lot Green,475.1,846
665,6,5,1,Everybody Decide,328.17,258
666,8,1,2,Soon Government,40.05,575
667,5,5,3,Camera Group,209.91,410
668,8,4,3,Success Scientist,480.18,384
669,10,3,2,Turn Believe,464.37,44
670,4,1,2,Computer Certain,64.54,404
671,10,2,3,Word Dinner,37.03,718
672,8,3,2,Conference To,392.45,834
673,10,4,2,Thank Statement,185.28,529
675,2,4,4,Throughout I,127.92,138
676,5,3,1,Hope Former,156.36,713
677,9,3,4,Indeed Treat,156.65,610
678,4,3,1,Firm Natural,475.16,600
679,6,3,2,Outside Figure,25.43,749
680,1,4,3,Create Road,289.07,875
682,9,2,3,Employee Almost,277.05,532
683,1,6,2,Word May,448.87,904
684,5,4,4,Unit Person,152.16,147
685,4,1,1,Big Though,58.55,991
686,3,2,3,Sit Build,90.69,178
688,6,5,2,None Knowledge,397.01,239
689,2,4,1,Magazine Six,93.99,589
690,3,4,4,Ok Newspaper,332.5,505
691,5,3,4,Page State,102.83,17
692,9,4,3,Truth Nothing,259.39,772
693,2,1,1,View Exactly,459.53,159
694,10,4,3,Organization Tree,375.95,501
695,8,4,1,Approach Budget,352.68,903
696,2,1,3,Provide Huge,261.52,794
697,5,1,1,Town Have,461.43,818
698,7,5,2,Spring After,483.13,192
699,8,5,3,Door Growth,35.65,669
700,1,4,3,Identify Huge,371.97,967
701,6,5,4,Author Plan,226.29,731
702,1,4,3,Attack Work,449.86,706
703,2,4,1,Every Well,160.71,808
705,1,6,4,List Green,195.01,751
708,5,4,1,Base Week,115.68,505
709,10,2,1,Personal Language,298.47,119
710,9,3,2,Interesting Notice,379.84,564
711,6,1,3,Mind Stay,29.25,884
712,1,1,2,Feel With,82.55,114
713,1,3,1,Effect Through,337.26,230
714,2,1,3,Hand Experience,339.81,892
715,9,3,3,Beat Form,493.25,575
716,3,4,3,He Story,298.14,340
717,1,5,1,Hard Discover,140.86,792
718,5,1,3,Behind Above,305.06,254
719,7,3,4,Important Program,14.57,363
720,6,5,2,Benefit Stage,137.03,962
721,1,4,4,Make Again,438.12,946
722,5,6,2,Race Head,399.09,225
723,5,2,1,During Part,67.84,202
724,6,1,4,Focus Real,150.85,767
725,3,2,1,Over When,332.98,491
726,5,5,4,Finally Arm,87.32,981
727,7,1,1,While Likely,357.63,479
728,5,5,4,Music Explain,241.44,381
729,5,4,2,Share Scientist,177.08,284
730,5,2,1,Increase Rest,208.17,881
731,10,4,4,From He,290.98,275
732,10,3,1,Adult Rule,281.89,31
733,3,6,3,Cost Cold,167.59,406
734,1,4,2,Trouble Price,494.16,766
735,5,5,2,Add Body,469.8,972
736,9,3,2,Item Never,213.91,362
737,1,3,1,Book Number,482.4,458
738,3,4,2,Little There,69.03,6
739,4,5,3,House And,430.18,616
740,1,5,4,Kitchen Official,149.63,462
741,1,4,3,Explain More,69.33,716
743,8,2,2,Music Area,94.37,348
744,2,4,1,Maybe Ground,41.1,640
745,8,1,1,New Group,294.89,451
746,7,1,2,Herself Three,299.15,545
747,10,6,3,Sing Computer,184.2,538
748,10,6,4,Local Artist,399.28,848
749,2,4,1,Somebody Agent,266.48,652
750,6,5,1,Media Consider,267.81,547
751,6,5,1,Clear Example,352.49,493
752,3,1,3,Same Practice,394.54,274
753,2,3,4,Oil Song,275.03,324
754,1,6,2,Smile Floor,379.33,512
